% Created by Ralph Foorthuis, 2017
% See the following publication for use in anomaly detection research: Foorthuis, R.M. (2017). SECODA: Segmentation- and Combination-Based Detection of Anomalies. In: Proceedings of the 4th IEEE International Conference on Data Science and Advanced Analytics (DSAA 2017), Tokyo, Japan.
% www.foorthuis.nl

@relation NoisyMix
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute CodeColor {'Red','Blue','Olivedrab'}
@attribute CodeType {'p_3','s_0.3'}
@data
6.98123100979165,27.0656648089436,6.07945172767601,'Red','p_3'
6.55876947431492,25.5159379336805,5.92497970594321,'Red','p_3'
5.8371665540567,25.4590421915443,5.95733031880084,'Red','p_3'
3.006969281291,26.2327299427486,5.93408042695776,'Red','p_3'
2.11316481663067,23.9136407824879,5.91060416245843,'Red','p_3'
5.03404311097913,28.0597910175378,6.14049091965913,'Red','p_3'
4.12776738104892,24.7022754721696,5.89132129080696,'Red','p_3'
4.66377256000371,24.0462367276778,5.99783108528779,'Red','p_3'
6.79765128399886,27.3401311407087,6.08158520536692,'Red','p_3'
2.96213193150152,24.6794350080675,6.0661938532807,'Red','p_3'
4.96989291666324,25.3750708307305,5.93170836247273,'Red','p_3'
6.3352001525613,25.9390562609891,6.08624037179979,'Red','p_3'
4.95821164539351,26.2153844820453,5.93709192738315,'Red','p_3'
3.68099201639048,26.1462670758508,6.00347494710343,'Red','p_3'
6.14798306340457,26.2496445309619,5.99100062323464,'Red','p_3'
3.53361717616661,28.214466655098,6.02290378641627,'Red','p_3'
5.7954574206716,23.680985699764,6.09884184825095,'Red','p_3'
4.63397996798752,27.3681640167511,5.94411131188754,'Red','p_3'
3.28641589989881,27.1762901863606,6.08760635294155,'Red','p_3'
5.05493054378772,24.7691076397098,6.08115993837639,'Red','p_3'
4.92620194458629,26.4548378267664,5.83298398310528,'Red','p_3'
6.29370611198446,24.5097541889647,5.95300617482566,'Red','p_3'
6.26595613681237,23.2758367520845,6.02407959284532,'Red','p_3'
4.02210805732161,25.3955794724819,5.94435025823369,'Red','p_3'
4.21291194318134,24.6577560295089,6.01133128643441,'Red','p_3'
5.09297666378478,26.1920751020017,5.84604114037477,'Red','p_3'
4.78143903540161,21.9802021976143,5.90097517634359,'Red','p_3'
5.91182274543455,26.5988610760777,5.86265932343223,'Red','p_3'
4.48642460904379,25.2038373234496,5.91013938542293,'Red','p_3'
1.949029582854,25.3904740538772,5.97646794355613,'Red','p_3'
7.27643020211369,24.157199633227,5.84713993056967,'Red','p_3'
5.93282589170958,26.0432894506004,6.02417716097996,'Red','p_3'
4.18622151679641,24.7098484312129,6.04285228250302,'Red','p_3'
5.66982258258963,25.6776921822765,6.00133829586464,'Red','p_3'
4.49785116896346,25.7670861082646,6.02337486456068,'Red','p_3'
3.23668409902805,26.5306164403955,6.12596978751851,'Red','p_3'
4.68382423725733,25.4118757954593,5.96493438123342,'Red','p_3'
5.50313234627028,25.8102411385597,5.89948756628968,'Red','p_3'
6.76442328572612,27.7242086609446,5.97038644716324,'Red','p_3'
3.98058406949947,22.2794032583079,6.14922281849126,'Red','p_3'
6.48822381172118,28.9845367182824,5.91130886603518,'Red','p_3'
6.09014399628586,26.9968798579651,6.05181766401523,'Red','p_3'
2.15621583909617,27.7861604803631,6.09938354699387,'Red','p_3'
4.99560692191804,25.4532383693576,6.03220200195599,'Red','p_3'
7.28885517317771,23.7897784776203,5.9815486266197,'Red','p_3'
7.19463910615104,28.9612147064343,6.23742171942833,'Red','p_3'
3.86540997778159,26.3280070978709,6.01361392708495,'Red','p_3'
4.16799349147984,25.3004638077448,6.03047180076109,'Red','p_3'
4.63646467569099,24.0511720731323,6.15912125441123,'Red','p_3'
5.40546273635864,22.7732407525906,5.95748611494102,'Red','p_3'
6.0437437560438,28.3250539972961,6.00778568922395,'Red','p_3'
6.83734927702764,23.2654694124367,6.04331203476719,'Red','p_3'
3.87675312497712,28.9974778135006,6.21565699336438,'Red','p_3'
7.97836091114386,23.6355766826263,5.86655699612963,'Red','p_3'
5.40073086073251,24.1122447304797,6.12914545375306,'Red','p_3'
5.42165040330905,24.729829942154,6.0795395182051,'Red','p_3'
5.77914004253575,22.9200829207535,5.98719575253644,'Red','p_3'
6.0430524601462,26.3285107172293,6.05157923251257,'Red','p_3'
2.8510590806342,25.9886700540454,5.98566190220134,'Red','p_3'
3.23634262245318,26.7529325530948,5.96259046632193,'Red','p_3'
5.99903882728632,23.1117657994196,5.90988043200305,'Red','p_3'
4.06384401225551,25.3047566217043,5.94450471288671,'Red','p_3'
8.26768185082242,24.9932572566352,5.95286745321562,'Red','p_3'
5.59314799137747,26.1892258337379,5.97911073787767,'Red','p_3'
6.51998814367108,26.9458877901222,5.99352245463528,'Red','p_3'
5.36668343748889,25.2363353149689,6.00563481839383,'Red','p_3'
8.26728491787651,24.8414926883092,6.13598330097859,'Red','p_3'
4.26066408375199,27.4980378926806,5.82765963159526,'Red','p_3'
4.75075746228896,26.3776536055622,5.84484400191137,'Red','p_3'
2.23878511801949,23.4815153380729,6.14177687140109,'Red','p_3'
4.89818753206048,27.5536573696495,5.87929133626491,'Red','p_3'
4.58331136110353,24.72768230757,6.08695152455157,'Red','p_3'
5.52576886468435,24.3627006301716,5.83071294205458,'Red','p_3'
4.52818429152146,23.7888914200886,6.16880963556908,'Red','p_3'
6.0213136978392,25.6157675440823,5.98342502506115,'Red','p_3'
5.77567328039597,27.1469092948995,5.87152108914509,'Red','p_3'
5.29035681647669,22.0600024232729,5.94072663811146,'Red','p_3'
5.5540089799253,26.9732134241581,5.88800593542762,'Red','p_3'
6.6566704913439,25.2924862398307,6.08258858631725,'Red','p_3'
6.70289254947765,26.2302710132648,5.95780966493502,'Red','p_3'
2.77361267054789,22.8850192818678,6.03276014256068,'Red','p_3'
4.88156962768249,20.8261958592885,6.00988638128744,'Red','p_3'
7.67158881164498,25.4083267927892,6.00056478932857,'Red','p_3'
7.31407339868228,24.3986720400445,6.17933587340945,'Red','p_3'
6.35085137818707,25.5318086436164,6.01679115837894,'Red','p_3'
6.45353031221666,25.406525272585,5.95550703357059,'Red','p_3'
6.71495982846344,26.4503654575639,6.09978011658217,'Red','p_3'
7.74787448036855,24.8346121664675,5.91507955407889,'Red','p_3'
8.62371145017028,22.2586348412066,5.85101859650651,'Red','p_3'
3.11084690801055,27.5056076773173,6.04367044737038,'Red','p_3'
7.26719184348806,24.8254647413102,6.06460981825411,'Red','p_3'
5.90373524048889,24.25371251331,5.92675816138933,'Red','p_3'
3.86002591819478,26.223977231708,6.20037354580138,'Red','p_3'
6.78805077200787,26.4821614603836,6.19054629751195,'Red','p_3'
6.04335197197849,26.9802633707202,5.94450574425534,'Red','p_3'
5.74402106974807,23.0059310914412,5.88619100310645,'Red','p_3'
5.64280364971391,23.7620139091853,5.92310089399562,'Red','p_3'
5.89161177520805,23.0748920492219,6.13459505365918,'Red','p_3'
6.23849606082811,23.2389509441334,6.08111370922428,'Red','p_3'
7.99594687387032,24.7056257995559,5.74325519765108,'Red','p_3'
7.26141840411551,26.8665967237176,6.12486584410356,'Red','p_3'
5.04570679230901,25.7347880628733,5.91580388655882,'Red','p_3'
6.8204019548257,23.7570222405196,6.02759827624014,'Red','p_3'
5.56428288083924,25.3210400903963,6.08188971458983,'Red','p_3'
6.99542107388198,22.3085977046403,5.86517773435008,'Red','p_3'
4.5486700384035,26.6381151091025,6.16277210611692,'Red','p_3'
5.82629028312142,26.3736690869077,6.03604949092825,'Red','p_3'
6.53523424694162,24.9056377766188,6.01621112935702,'Red','p_3'
6.99291321578427,25.3117579867966,5.92217030522487,'Red','p_3'
5.5122222956461,24.1145797703845,6.04376061138602,'Red','p_3'
5.45914821865254,25.3436194981188,6.01865443266069,'Red','p_3'
4.96982779318734,25.4463346924157,5.87523545391868,'Red','p_3'
4.8491173802623,19.8771023874589,6.11813930322711,'Red','p_3'
4.07281750419443,24.9193872236183,5.76613230786087,'Red','p_3'
9.72019963699418,25.2250836937996,6.11754693074138,'Red','p_3'
5.42324616857824,23.0929991186845,5.84779788143036,'Red','p_3'
7.84740380512593,25.6375022084262,5.91927459221813,'Red','p_3'
8.03487514607829,23.4382675231659,6.007632479455,'Red','p_3'
5.0787661605827,21.3596930708992,5.93404213010857,'Red','p_3'
6.84480493278187,25.1039586816378,5.97243872962222,'Red','p_3'
6.72219308776329,24.2037615483057,5.88623157508172,'Red','p_3'
6.36394885526429,23.1911113312616,6.00432247424056,'Red','p_3'
6.70671664993505,23.7404409665712,6.09616634963908,'Red','p_3'
5.19240735169504,24.8277174794599,6.00271436221368,'Red','p_3'
5.04741347504791,23.0720928852684,5.96604293304878,'Red','p_3'
6.50518402311863,23.2678552659548,6.02517491630403,'Red','p_3'
4.95115098575787,25.2435033677515,6.0587092113969,'Red','p_3'
9.31373872964494,21.4712664787519,5.99916045527502,'Red','p_3'
7.02472785551236,24.8059743513125,6.00157304772607,'Red','p_3'
8.4575704739924,25.7425944263051,5.76746418160724,'Red','p_3'
6.55061065267602,22.9193338338819,5.87835943551666,'Red','p_3'
4.36509914995926,23.752893650412,5.93558536231811,'Red','p_3'
7.6161302038008,24.2235058522759,5.90805902949643,'Red','p_3'
7.44803495285525,26.7610013216114,6.16680681433485,'Red','p_3'
4.19306314204454,22.1509148197775,6.09812414960735,'Red','p_3'
8.79472608487818,23.7373704454164,6.09168951894564,'Red','p_3'
5.56135620545429,22.8722161627947,5.84218696743211,'Red','p_3'
10.2246539995968,23.0791588126232,5.90328400916882,'Red','p_3'
6.1127619764899,25.0760903872075,5.99859291214913,'Red','p_3'
6.58426537484391,23.7281157314255,6.15324442058871,'Red','p_3'
8.21634774601907,24.8569070884243,6.00871757943456,'Red','p_3'
5.11650234149945,24.1469354193231,5.94773899611837,'Red','p_3'
7.68707005082202,25.340801222173,6.01773445225693,'Red','p_3'
6.95767077087173,24.8867778474167,6.06048929657765,'Red','p_3'
8.79898287232029,24.8993924438637,6.05706776683024,'Red','p_3'
7.79936205402273,25.1443295873076,5.97208410413969,'Red','p_3'
8.15791482669593,25.2399802030626,5.99421389714353,'Red','p_3'
5.08032315247228,23.1264292998331,5.94901742593939,'Red','p_3'
9.50926314254193,22.0837790268732,5.95225854860327,'Red','p_3'
11.5670533224368,23.1651460805594,6.02789761396975,'Red','p_3'
8.43392119841685,26.7581712368654,5.9547499750834,'Red','p_3'
6.55381657942802,25.675500273797,5.95862206204474,'Red','p_3'
7.18192865989469,22.9126404394853,5.87340102704397,'Red','p_3'
6.2159372439637,23.0250068776608,5.95284621134587,'Red','p_3'
7.17533860386752,24.3019184824446,6.03273109160564,'Red','p_3'
11.0263742641239,22.7928957637158,5.93208637228995,'Red','p_3'
8.04072232945401,22.3626928285676,6.10218915595677,'Red','p_3'
4.88163655793758,23.1055101505175,5.93641650249243,'Red','p_3'
5.23896420080355,26.3808996060548,5.99632322466874,'Red','p_3'
5.26552667695622,23.91831932606,6.04978160718393,'Red','p_3'
5.69242929191993,24.3343029965855,5.82013488121379,'Red','p_3'
5.05997380201851,25.5923880981138,6.14491455221358,'Red','p_3'
6.69761104323081,25.8457445126601,5.98888216592673,'Red','p_3'
8.10103517745183,25.3365149886186,5.97367039438028,'Red','p_3'
7.17962354644167,25.0839263827188,6.05262503827677,'Red','p_3'
9.83687321402407,23.7145103392066,6.03252816541089,'Red','p_3'
8.03606811417233,25.7740038721972,6.22330291666383,'Red','p_3'
6.55866670274466,24.0176144342461,5.92551052413369,'Red','p_3'
7.05525233738533,25.4510904852014,5.84484984671344,'Red','p_3'
8.89249620651172,24.7294866268808,6.07372009647498,'Red','p_3'
6.39550838286068,22.6750792867473,5.91154638630856,'Red','p_3'
7.50680726729895,23.2058802710557,6.10508387497564,'Red','p_3'
5.62427974416132,23.9440194723877,6.0745584301112,'Red','p_3'
5.93505003905158,27.0161541420377,5.90588171485827,'Red','p_3'
10.2048854986098,25.3450811107071,6.00033359698671,'Red','p_3'
6.53615251981185,24.2536053838457,6.04300458769818,'Red','p_3'
5.87135761712386,24.157818476903,5.70510198572237,'Red','p_3'
7.89233694721891,24.532870526979,6.1401859021254,'Red','p_3'
7.35372393634117,23.5952024075934,5.90978553681913,'Red','p_3'
7.58417211453007,25.5312964396582,5.91217697091059,'Red','p_3'
6.94115436085231,22.5398660563663,6.06286848716668,'Red','p_3'
10.2153096558729,22.4940858430795,6.18028966902882,'Red','p_3'
10.1084937630299,23.4448330839291,6.07601363839608,'Red','p_3'
9.06909249975041,25.1918145274616,5.95560166413533,'Red','p_3'
8.9511332751549,20.4968712047948,6.1130416029009,'Red','p_3'
8.87364051118625,21.1775378471226,5.77996861275889,'Red','p_3'
5.78433931157838,23.3455262875226,6.07610159586515,'Red','p_3'
9.36251062635303,21.3184564847039,6.05455752703393,'Red','p_3'
6.70526893734752,24.423794893751,6.03075649565936,'Red','p_3'
8.4634719425439,22.1158208026617,6.03674607753166,'Red','p_3'
8.74020065370001,22.381835388005,5.97182868015905,'Red','p_3'
7.59538334296979,24.3288171714429,5.83143733530254,'Red','p_3'
9.59536338092036,22.3614008866219,6.27128579259259,'Red','p_3'
7.34344624212021,26.9936217079404,5.94863454341201,'Red','p_3'
6.37331511375923,22.5110184869878,5.91349860860759,'Red','p_3'
9.46621441796617,24.8203675972884,6.05714212951633,'Red','p_3'
9.05273828878199,22.8313528335408,6.06538187759046,'Red','p_3'
8.18894526281256,23.9001731956002,6.15680548343236,'Red','p_3'
9.12210163168666,23.3199130040295,6.06961573064677,'Red','p_3'
7.4910671116829,18.8117739409851,5.94512306686569,'Red','p_3'
7.79317757625069,23.091247032665,6.20636783565529,'Red','p_3'
8.65395587710889,24.6692772994838,5.90663417971932,'Red','p_3'
5.37494028149709,23.6117081711089,5.9436482382863,'Red','p_3'
8.87069406552405,21.5479423286152,6.15018287479608,'Red','p_3'
5.15224098591746,23.8335824872949,6.03018384615602,'Red','p_3'
10.0546525084319,22.5979530757981,6.04917767342349,'Red','p_3'
8.73911893301091,22.9117651329337,5.95025751890912,'Red','p_3'
8.90969309123267,23.1493092143613,5.97418302796618,'Red','p_3'
5.10562633426918,22.2209679710004,6.07167447123281,'Red','p_3'
8.99785640799765,24.3340172218579,6.09856333594538,'Red','p_3'
9.53868731648057,24.0573251325514,5.93917796405018,'Red','p_3'
9.38660561427282,22.6560935916619,5.93541182488588,'Red','p_3'
9.53432699822288,24.7722689637527,5.99204711232896,'Red','p_3'
8.63408683790697,20.5833634671928,6.034543507509,'Red','p_3'
9.19189851411265,24.6106111842288,5.96812059094526,'Red','p_3'
7.61758099399656,22.203491080582,6.15210978901413,'Red','p_3'
8.50685325498999,23.542650409558,5.91353821456052,'Red','p_3'
5.64719034270374,24.3992541661288,6.0688565705112,'Red','p_3'
8.73033281362037,18.5802301401393,5.92381437572514,'Red','p_3'
6.07217495127013,23.2615894625786,5.91672827476227,'Red','p_3'
8.56629878751088,23.3538423468206,6.16845652506674,'Red','p_3'
8.7382819889866,25.7031270405224,6.0757727002994,'Red','p_3'
5.98849274172193,23.3381256931501,5.90334541144759,'Red','p_3'
8.8391979695607,23.5352143174766,5.90535423793658,'Red','p_3'
6.95238173314025,22.9734636300065,6.09169919583197,'Red','p_3'
6.99898478837232,22.8921256220514,5.92539571133568,'Red','p_3'
6.69734181584659,22.7839366690709,6.06527216139663,'Red','p_3'
6.32888331875887,20.3129747640732,5.94145775277008,'Red','p_3'
10.0555447546355,24.0393134111972,5.84928422547192,'Red','p_3'
7.71771397876441,23.9798517752434,6.08344447486247,'Red','p_3'
6.27354328172196,23.8315995141545,5.96379674515588,'Red','p_3'
9.02775293781507,23.9383772779188,6.17275900343163,'Red','p_3'
8.17216702409688,25.5104078107696,5.91110659915821,'Red','p_3'
10.8742501587009,22.5458844578893,6.08067691654489,'Red','p_3'
6.87671854469388,22.5819561202138,6.03829747231749,'Red','p_3'
10.6757041776124,21.7492367241856,6.054595120412,'Red','p_3'
9.46024704687689,24.3388464761111,6.05110256931701,'Red','p_3'
8.46646327529746,23.301142939811,5.94288345993593,'Red','p_3'
10.1905921377113,22.1009397787689,5.877790077032,'Red','p_3'
8.46612708223632,23.5258710049701,5.88714878808653,'Red','p_3'
5.91020431286476,24.1720862209922,5.97758281894458,'Red','p_3'
7.23469285359086,23.311898968734,5.895213642738,'Red','p_3'
8.59153288639923,22.9493679170255,5.88023038725207,'Red','p_3'
9.79488394041702,23.4375148132771,6.18288510277126,'Red','p_3'
7.76285219632196,22.9532171370531,6.01973644160071,'Red','p_3'
10.9337672491383,21.8846434584085,6.14436513231449,'Red','p_3'
7.7870846229827,19.5087534898436,6.16628768314252,'Red','p_3'
8.32378614934587,21.8277470363661,6.03936903378603,'Red','p_3'
8.44240837581804,23.177583760514,5.97791381118631,'Red','p_3'
5.96659359259688,25.4695819194993,5.93955834124443,'Red','p_3'
9.34496292463255,23.2880114951336,5.92958968353339,'Red','p_3'
9.43569496881525,23.1281319542489,6.0787913222758,'Red','p_3'
7.63949988267604,24.2670713513082,6.13780958146473,'Red','p_3'
7.76011572732243,19.8526487092445,6.00269029671192,'Red','p_3'
8.87810305938439,24.1474623786454,5.97051866163355,'Red','p_3'
9.88691165507842,26.4543884992602,6.25644139215069,'Red','p_3'
7.68464211277012,23.5562156900845,6.04402025915373,'Red','p_3'
10.4276839336871,23.0389053577116,5.96953027866793,'Red','p_3'
6.36628313678368,24.155551951091,6.00936793760594,'Red','p_3'
6.11108849622047,25.1608452746548,6.09147755965381,'Red','p_3'
10.6668116175314,24.9959454563466,6.01801191000056,'Red','p_3'
7.68558303443497,21.6946022407081,6.1265765028981,'Red','p_3'
6.90382321377139,22.3599836835433,5.99631102502549,'Red','p_3'
10.5495247449946,23.2976954252316,5.89296632381516,'Red','p_3'
9.79199159739792,22.254060443329,6.00425893252872,'Red','p_3'
10.0541660583216,21.2420657873853,6.16941201389613,'Red','p_3'
9.3851599443153,24.4291327405026,5.88657310396115,'Red','p_3'
8.93419575110036,20.7114636633802,5.92322457102196,'Red','p_3'
11.3865215234617,22.8558894479593,5.99444865654637,'Red','p_3'
9.93052784598586,22.0935463545678,6.05654474771708,'Red','p_3'
10.2706505027875,24.3888628987281,6.01406954099278,'Red','p_3'
9.43336006971234,21.3748839121714,6.08077148778566,'Red','p_3'
8.0502097779764,23.2428200387168,6.08722578428456,'Red','p_3'
7.98739683728563,21.3664904998336,6.02793371851249,'Red','p_3'
7.63802871703607,22.9761756530138,6.03661010031456,'Red','p_3'
7.40720755818568,24.6588716209358,6.26278684216557,'Red','p_3'
6.93946086999182,20.9973474325285,5.9651899415946,'Red','p_3'
10.7417873853005,24.9341503077686,6.03445139019088,'Red','p_3'
5.03546645557665,21.0681890644076,5.92615848942509,'Red','p_3'
8.45513171326067,22.9819338202314,6.18717669301341,'Red','p_3'
10.5363509569362,21.5070878015424,5.97213707327326,'Red','p_3'
8.61907028683906,24.7604461340219,5.94630577173864,'Red','p_3'
10.8374642553519,24.4465735845438,6.0808642652014,'Red','p_3'
12.7573485415368,23.4901206520613,5.93964654418819,'Red','p_3'
9.33929443759424,24.6767111831158,5.95161453602427,'Red','p_3'
10.4308904090721,22.3397596396243,6.09784022135854,'Red','p_3'
10.2747591198217,23.8178119503312,6.03718669694966,'Red','p_3'
8.95274484597978,25.3271992256178,6.01838648510285,'Red','p_3'
10.3971765946121,22.119885158448,6.1248572312541,'Red','p_3'
6.76087319561962,23.2064229130291,5.98362710298969,'Red','p_3'
10.26570600396,22.1005936782304,5.99864353263676,'Red','p_3'
11.1257120600232,23.4926190351174,5.94216158289318,'Red','p_3'
9.49718189063794,25.2388508265849,6.03429702534012,'Red','p_3'
12.4380710803579,20.8627394421273,5.89248344035195,'Red','p_3'
8.95473424212324,22.8748997273066,6.01046526578465,'Red','p_3'
7.95630141898244,22.456712345158,6.08810389056638,'Red','p_3'
8.57845429560864,21.9804264215099,5.96875310923672,'Red','p_3'
13.7879860813003,19.9482788714782,6.2645178479099,'Red','p_3'
8.52890265978544,21.196511107047,5.81774777365149,'Red','p_3'
7.61250770170838,23.6468396699274,6.07306690791577,'Red','p_3'
7.21289330141863,22.9276327509958,5.91000685650082,'Red','p_3'
10.7213640998641,21.8341901372585,6.00168828424812,'Red','p_3'
8.74978123391137,20.0747207581729,5.93276569391699,'Red','p_3'
9.55138377940225,21.5830573168709,5.95446819189332,'Red','p_3'
6.6496999016688,22.5492800550405,6.01484999696517,'Red','p_3'
9.35732096143004,21.8165979663453,6.06389322815585,'Red','p_3'
11.6815953213926,20.1093770344483,6.0798824584344,'Red','p_3'
9.68178141684049,20.3838707589566,6.08673879812713,'Red','p_3'
9.23143626108109,23.3013455925849,6.16556459457125,'Red','p_3'
8.04544489201048,24.0727724309447,6.08687658315735,'Red','p_3'
9.73798980261648,23.8398168621249,5.87863275695496,'Red','p_3'
9.92825219218928,21.7839170553686,5.89010467086154,'Red','p_3'
11.7616806507241,20.836665216209,6.11449926968668,'Red','p_3'
10.9520914459133,22.9699457001263,6.05624171083206,'Red','p_3'
11.3872101366708,20.9294676633118,6.02043376818967,'Red','p_3'
8.76298688283849,22.3219306571904,6.05480125924939,'Red','p_3'
10.234083355121,22.6916120157593,6.05099380516897,'Red','p_3'
10.4255520595227,22.4299647624174,5.9336024289232,'Red','p_3'
9.74585431664978,19.6049032009337,6.06188353627317,'Red','p_3'
10.5558838637147,21.7095331378547,6.03337736338938,'Red','p_3'
8.94842179902717,20.7479800281364,5.83674965283534,'Red','p_3'
9.82752782416792,20.3522982406129,5.94849971107965,'Red','p_3'
8.09371287626693,23.8442554656431,6.19726515360072,'Red','p_3'
10.4893053981258,21.0580520976808,5.99154182850368,'Red','p_3'
10.522814620061,22.7019906372629,6.01772099086095,'Red','p_3'
9.101545419466,22.6964015904335,5.92305842637328,'Red','p_3'
11.2936261649791,22.7903348528063,6.09122243075489,'Red','p_3'
9.26872311229528,20.868177224345,6.04290600623312,'Red','p_3'
10.819677380943,21.5047532594656,5.96257333669553,'Red','p_3'
11.2658592380266,22.0604558690414,6.16105836809849,'Red','p_3'
8.61416368621687,23.3967296731306,5.99392233893568,'Red','p_3'
9.9558413478374,22.4684764690952,5.77688374432875,'Red','p_3'
10.5194643481547,21.946697953303,6.04517229967496,'Red','p_3'
8.82759817573899,21.5900502613004,5.90405724280605,'Red','p_3'
12.721493908431,22.6709267115138,5.89603609960871,'Red','p_3'
8.47413935495445,18.4640416532438,6.09595043171489,'Red','p_3'
7.45172750552008,21.9952769763881,6.0421250439134,'Red','p_3'
9.0511905719769,20.7056372199904,6.00235812422982,'Red','p_3'
12.8796655520111,21.4845707856095,5.83935062370978,'Red','p_3'
13.353058873305,22.1617123690419,5.95341051220008,'Red','p_3'
10.4056854427669,17.7325888616246,6.11032915029824,'Red','p_3'
11.335913384407,22.9246180080805,5.93923570708966,'Red','p_3'
9.25723415914125,23.1489121870649,6.09675411155153,'Red','p_3'
10.2153202438887,22.5925083238345,6.09220628492392,'Red','p_3'
11.4397480359018,23.2279411554303,6.07520889932966,'Red','p_3'
8.92903586684108,24.7953289846529,6.11155656634177,'Red','p_3'
10.4082100712534,23.0792683247116,6.01461969463799,'Red','p_3'
12.1101097239092,22.0350823499874,5.83362625662433,'Red','p_3'
9.6933997698692,22.1836532058506,6.0209708736855,'Red','p_3'
9.76958134686443,21.4674124098439,5.82740749186627,'Red','p_3'
12.7785195059474,20.1443502783639,6.00481924666618,'Red','p_3'
12.6260215178264,20.8122050299873,6.06528251591123,'Red','p_3'
8.62373766916497,22.0716773146892,5.98227551849192,'Red','p_3'
10.9580500438483,19.1848636751647,5.96630621506207,'Red','p_3'
8.05953723486307,24.0688493342313,5.95867353194554,'Red','p_3'
11.9932367156389,22.2927586498725,6.14518098635103,'Red','p_3'
10.4820635183475,22.2957492295467,5.9507021278603,'Red','p_3'
15.1445026891862,22.7894047455123,6.05647896730664,'Red','p_3'
12.3168929445255,18.3173200941795,5.97064604222922,'Red','p_3'
10.1528960409566,20.6543963339031,5.98100012285368,'Red','p_3'
12.1479344047352,20.3408855856227,5.95542358512048,'Red','p_3'
9.24719768272712,21.3624914226664,6.17674087011978,'Red','p_3'
10.314774271423,22.3489225140493,6.03198466123585,'Red','p_3'
10.0970256231071,23.6784478864686,6.08169688119755,'Red','p_3'
8.26535886299486,21.7593995568022,5.96996298458773,'Red','p_3'
10.562477567255,21.9738727201137,6.03496654357315,'Red','p_3'
7.8126467092771,20.3632037179559,6.02513531223645,'Red','p_3'
9.55732678196925,23.4370880527395,6.05274022901225,'Red','p_3'
